eventId,topicId,times
90654402,17703,2
90654402,15227,3
90654402,10575,3
196577192,17703,1
196577192,139517,1
215672812,17703,2
215672812,39012,2
214754692,10358,1
214754692,17703,1
182836252,6490,2
182836252,27921,1
182836252,93380,1
226245388,1238,1
226245388,21123,1
226245388,17703,1
226245388,57424,1
34529232,1040,4
34529232,17703,1
62257442,10358,2
212408132,17703,3
158018072,17703,1
xqmpqyqkbhb,455,6
xqmpqyqkbhb,17703,3
mrmpdlyvpbnb,39012,1
224610372,89062,1
224610372,1503736,4
224610372,26906,1
224610372,17703,1
224610372,480642,1
qlktpynqbcc,190,1
qlktpynqbcc,17703,2
qlktpynqbcc,77842,3
133917842,15992,2
133917842,19724,5
133917842,6490,3
133917842,17703,2
92834202,17703,1
221220728,17703,1
13602184,21520,1
13602184,189,4
13602184,17703,1
14644558,17703,2
25600191,10358,4
25600191,1475,1
25600191,17703,1
44642042,121802,7
44642042,17936,1
205767732,7029,5
220651256,22467,3
220651256,888662,1
220651256,1064,6
220651256,121802,1
220651256,1097452,1
220651256,89062,1
220651256,1454542,1
220651256,480642,1
11685668,17703,1
11685668,56729,3
11685668,16739,1
206157052,17703,2
206157052,78565,1
206157052,1097452,2
qnnlwhyskbdb,39012,2
11316185,879262,1
11316185,21750,1
11316185,37339,8
11316185,17703,2
11316185,25551,1
211180742,1417742,1
227016458,6490,2
227016458,80749,1
227016458,85,1
227016458,33167,5
227016458,168154,1
227016458,789,2
227016458,480642,3
227016458,126345,2
16794231,190,2
16794231,17703,1
16794231,189,4
16794231,1097452,2
43419932,10043,2
tmtcglyvlblc,6490,1
tmtcglyvlblc,139517,1
170848932,17936,1
170848932,7029,4
170848932,1097452,2
170848932,126219,3
170848932,1506522,2
170848932,17703,2
221025636,480642,1
221025636,1431672,1
221025636,10575,2
221025636,88327,1
220633968,104961,1
220633968,6490,1
220633968,71289,1
220633968,10575,4
220633968,114656,1
220633968,1505112,8
220633968,140943,1
220633968,1097452,2
220633968,57424,1
220633968,17703,1
220633968,16739,6
220633968,142180,1
220633968,10579,3
220633968,88327,2
146645022,17703,1
146645022,140943,1
146645022,502772,1
64701282,187,1
64701282,17703,1
dnkmgfyrfbjb,17703,1
dnkmgfyrfbjb,1097452,1
dnkmgfyrfbjb,10553,5
220848493,10834,4
220848493,187,2
220848493,27921,5
220848493,93380,3
220848493,17703,5
220848493,10581,1
220848493,15038,1
222721998,85,1
222721998,168154,1
222721998,89062,1
222721998,17703,1
222721998,789,1
222721998,480642,3
222721998,88327,1
185826092,17703,1
185826092,139517,1
220065888,17703,1
138718092,20126,1
223110370,10581,1
223110370,17703,2
223110370,835,2
53322222,637872,2
222450176,1475,2
222450176,17703,2
222450176,188,3
128725702,189,4
128725702,85,3
128725702,140943,1
128725702,1097452,2
128725702,15227,2
128725702,18060,1
128725702,89062,2
128725702,21750,1
128725702,17703,4
128725702,148578,1
128725702,1470102,2
128725702,480642,1
118165362,18060,1
118165362,16,1
118165362,2544,2
118165362,1475,1
118165362,190,1
118165362,480642,4
227035674,17703,1
227035674,10581,1
64939182,17703,1
64939182,10043,1
64939182,189,6
64939182,56729,1
64939182,77842,1
219714938,17703,2
219714938,139517,2
219714938,1459252,2
225440541,10834,2
225440541,27921,9
225440541,17703,3
225440541,10581,1
225440541,15038,1
225440541,480642,2
178551902,1504699,1
219916584,7029,1
219916584,921432,1
221327387,10581,1
221327387,17703,2
221327387,835,2
88649572,2544,1
88649572,17703,3
87069112,179941,1
87069112,789,1
219614405,502772,4
225810596,1238,2
225810596,57424,1
225810596,15038,1
225810596,17703,2
225810596,21591,1
221885939,1475,1
221885939,17703,1
221885939,502772,1
wskbflyvgbjb,187,1
wskbflyvgbjb,17703,2
tmtcglytkbqb,6490,1
tmtcglytkbqb,139517,1
223462315,23718,2
223462315,17703,5
223462315,188,1
223462315,1454542,1
223462315,455,8
223462315,1504752,1
227051537,179941,2
225072452,39012,1
225072452,502772,1
182871112,17936,10
225072454,190,1
225072454,88327,1
225072454,77842,4
114960562,142180,4
114960562,17703,1
203008522,10834,1
203008522,17703,1
203008522,18296,1
174115362,121802,5
174115362,40788,1
174115362,89062,1
226393492,10834,1
226393492,22791,3
226393492,17703,1
flpkglytmbvb,6490,3
flpkglytmbvb,502772,2
61065772,10358,2
61065772,1475,1
61065772,17703,1
225374863,480642,6
204409602,190,1
204409602,1454542,4
204409602,480642,1
204409602,1097452,1
fsmfqypfbfb,1237512,1
fsmfqypfbfb,40788,1
fsmfqypfbfb,455,7
fsmfqypfbfb,17703,3
221459552,23718,2
221459552,455,7
221459552,17703,6
182109962,17703,1
182109962,18424,1
182109962,189,4
182109962,1097452,2
182109962,22467,1
wskbflyvfbdb,187,1
wskbflyvfbdb,17703,2
62289492,89062,1
62289492,18060,3
61246712,22791,3
61246712,189,2
61246712,1097452,2
61246712,29661,1
61246712,17936,2
206605552,1137362,1
206605552,1454542,2
206605552,88327,1
206605552,1500742,1
206605552,33167,2
10790614,455,6
10790614,17703,3
222140648,10553,6
224786738,10834,1
43420212,10043,2
130356642,17703,1
130356642,502772,3
9256194,20126,1
9256194,189,2
9256194,17936,1
43419702,10043,2
mrmpdlytgbmb,39012,1
220296004,15038,5
220296004,17703,1
172527872,190,1
172527872,89062,2
172527872,18060,1
172527872,58162,1
172527872,77842,7
224082367,89062,1
224082367,17703,1
83258342,40788,1
83258342,1393422,1
219643149,10575,3
217795472,58162,1
217795472,17936,1
217795472,1097452,1
217795472,18060,1
217795472,89062,1
217795472,190,7
217795472,360491,1
217795472,77842,10
211400522,1475,1
219551543,179941,3
220502199,10575,2
153597312,10579,1
187063392,85,1
187063392,10834,1
187063392,480642,1
185825842,17703,1
185825842,139517,1
tmtcglyvhbtb,6490,1
tmtcglyvhbtb,139517,1
55040242,827,2
wbcqhlyvpbhc,10579,1
wbcqhlyvpbhc,139517,2
104723292,1040,4
143613422,189,1
143613422,17703,4
143613422,15227,1
54017692,17936,7
tmtcglytfbdc,6490,1
tmtcglytfbdc,139517,1
222710843,21123,2
130787732,1040,1
130787732,189,1
130787732,17936,6
9672764,17703,1
9672764,29661,5
9672764,189,4
9672764,15227,1
223886544,6490,1
223886544,39012,1
7852031,455,6
7852031,17703,3
224739145,920932,3
224739145,480642,1
224739145,17703,1
223148167,189,1
223148167,16225,1
223148167,242,1
223148167,56729,1
223148167,89062,1
223148167,21750,2
223148167,17703,1
223148167,1475,1
223148167,1238,1
223148167,1954,2
223148167,455,1
223148167,480642,1
196222722,187,2
196222722,17703,2
196222722,1461192,3
225393520,21123,1
225393520,10579,2
206623792,17703,1
206623792,921432,1
40745872,121802,2
40745872,17703,2
220902993,85,1
220902993,360491,1
220902993,18060,1
220902993,18296,1
220902993,1470102,1
137474582,57424,2
137474582,140943,4
61894262,121802,8
61894262,17703,1
61894262,58162,1
61894262,480642,1
186869212,53518,1
186869212,17703,1
186869212,29661,1
226076972,1504699,1
226076972,189,1
226076972,22467,3
226076972,955932,2
226076972,17936,1
226076972,1064,3
226076972,85,3
226076972,1097452,1
226076972,89062,2
226076972,58162,1
226076972,17703,1
226076972,10579,1
226076972,33167,1
226076972,190,2
226076972,33876,1
226076972,360491,4
226076972,18368,1
226076972,480642,3
226076972,126345,1
226076972,77842,17
90019752,2544,1
90019752,190,1
90019752,189,2
xqmpqypkbkb,455,7
xqmpqypkbkb,17703,3
225376018,17703,1
225376018,15038,3
220602852,1505112,7
53616762,879262,2
53616762,10834,1
48276972,190,1
48276972,18296,1
115928192,1064,5
218164932,17703,2
175877472,502772,4
mrmpdlyvgbcc,39012,1
171807042,1064,1
171807042,17703,1
222543839,17703,1
137908522,682,1
137908522,10579,3
156398382,17703,1
48751892,58162,1
225830916,16225,3
225879378,2544,1
225879378,121802,8
225879378,17703,4
225879378,89062,1
144452222,17703,1
144452222,111155,2
14262176,190,1
14262176,1512,1
14262176,189,7
16585261,10358,1
16585261,1475,1
wskbflytnbkb,187,1
wskbflytnbkb,17703,2
142361012,15121,1
137226522,2544,1
137226522,17703,1
137226522,1237512,1
137226522,56729,1
137226522,789,2
196845702,189,2
196845702,124314,3
196845702,85,1
196845702,1097452,2
196845702,15227,1
196845702,56729,1
196845702,17703,2
18669831,17703,2
18669831,57424,2
18669831,480642,4
18669831,1097452,1
226218276,18296,1
223835106,10834,1
223835106,6490,1
221618469,17703,3
44418452,20126,2
44418452,189,1
44418452,21520,8
44303332,10043,7
226077730,20126,2
226077730,189,1
226077730,1097452,1
181350422,189,1
181350422,1238,1
181350422,17703,2
181350422,23680,1
181350422,1454542,2
181350422,1040,1
227013212,17703,1
227013212,106705,1
qmlcpdyqqbqb,121802,2
qmlcpdyqqbqb,17703,3
185589302,17703,2
185589302,189,3
185589302,58162,1
185589302,134115,1
221450216,89062,1
221450216,21123,1
221450216,480642,3
221450216,789,1
226393801,1505112,1
226393801,189,8
226393801,15227,1
148586082,1064,1
148586082,85,1
148586082,1097452,1
148586082,15227,1
148586082,1470102,1
148586082,17703,3
148586082,82132,2
148586082,121802,1
148586082,480642,6
qvffxkytlbpc,85,1
qvffxkytlbpc,480642,1
qvffxkytlbpc,56729,1
44545772,16225,1
44545772,189,1
44545772,827,1
44545772,1040,2
16124812,190,3
16124812,85,2
16124812,21750,1
16124812,17703,7
16124812,811352,1
tmtcglytjblc,6490,1
tmtcglytjblc,139517,1
220848975,160268,1
220848975,827,1
220848975,16136,1
220848975,1737,1
220848975,1137362,1
220848975,88327,2
226698679,17703,3
226698679,1500742,1
226698679,1504752,1
109827222,179941,3
159648392,921432,2
15585857,20126,8
15585857,21750,1
15585857,21520,4
15585857,1097452,2
tngzjlytpbgb,1504699,2
tngzjlytpbgb,1040,1
tngzjlytpbgb,10575,1
tngzjlytpbgb,85,1
224555591,22467,1
224555591,17936,1
224555591,10834,3
224555591,89062,2
224555591,17703,1
224555591,190,2
224555591,360491,4
224555591,1040,2
224555591,17643,1
224555591,77842,9
100975022,22791,5
169675532,61679,1
169675532,87614,3
169675532,79219,1
169675532,93380,1
56738672,253331,5
56738672,17703,2
14354255,140943,6
14354255,57424,5
14354255,24120,1
14354255,15166,3
14354255,58162,1
218615295,18296,5
11902360,37339,1
11902360,88170,2
11902360,56729,1
15665937,21750,1
15665937,10043,7
15665937,37339,1
15665937,10575,1
15665937,1954,1
11528205,10358,4
11528205,1475,1
15949204,160268,3
221955632,480642,2
221955632,17703,1
221955632,10575,2
221220708,17703,1
223809738,1162662,3
113990952,17703,2
222279389,7029,3
63266292,6490,1
63266292,17703,3
63266292,134115,1
209677832,10553,2
131926982,56729,1
194288152,1040,1
194288152,17703,1
194288152,87614,11
194288152,15227,1
194288152,56729,2
221936230,10579,1
221936230,10575,1
221936230,789,1
qvffxkytgbkc,85,1
qvffxkytgbkc,480642,2
83993452,7029,2
192587702,10579,1
192587702,43599,1
192587702,17703,2
192587702,985422,1
14264109,189,2
191508692,140943,2
225984241,179941,2
92307132,480642,2
92307132,88327,1
40532482,121802,4
218940779,10834,1
218940779,17703,1
30417471,10842,3
30417471,637872,1
182552992,480642,3
182552992,94589,1
182552992,42294,2
197469412,89062,2
197469412,480642,5
197469412,10575,1
197469412,1238,2
15005703,20126,1
15005703,37339,1
15005703,189,3
15005703,71289,3
15005703,17936,1
15005703,23680,1
15005703,637872,1
15005703,6490,2
15005703,29661,1
222392272,1505112,1
222392272,17703,1
58207662,1475,1
58207662,189,1
58207662,985422,1
58207662,78565,1
16833341,20126,1
16833341,189,1
13846806,10358,3
13846806,18296,1
220066181,142180,2
220066181,1434182,3
220066181,17703,1
220066181,87614,1
222316828,1505112,6
222316828,10579,1
221530878,189,1
221530878,1097452,1
221530878,21750,1
221530878,17703,1
221530878,81917,1
221530878,1506608,1
226075683,10358,4
226075683,36229,1
226075683,17703,1
160699902,89062,1
160699902,162018,3
160699902,15227,2
91216422,58162,1
91216422,121802,2
91216422,18060,1
91216422,1058992,1
91216422,17703,2
91216422,77842,9
219006984,18071,1
219006984,455,9
219006984,17703,6
177660062,1504699,4
222823731,1504699,1
222823731,189,2
222823731,18060,1
222823731,480642,1
qnnlwhysmbnb,39012,2
223353660,1434182,9
223353660,140943,2
tmtcglyvpbrb,6490,1
tmtcglyvpbrb,139517,1
200289712,1489372,4
cdldnyplbnc,17703,1
220135802,7029,1
220135802,17703,2
220135802,1393422,5
220135802,10575,1
222669364,17921,1
222669364,10575,1
222669364,1505112,12
222669364,1737,1
222669364,1954,1
222669364,480642,2
pkshsyqgbzb,7029,1
pkshsyqgbzb,134934,1
pkshsyqgbzb,15992,4
pkshsyqgbzb,78565,7
181658962,10579,1
181658962,10581,1
181658962,17703,1
181658962,835,1
101313362,189,1
101313362,1064,1
101313362,10834,1
101313362,835,1
101313362,455,1
101313362,1040,1
101313362,985422,4
221277376,1505112,2
dxnqnfyrmbpb,17703,1
dxnqnfyrmbpb,1097452,1
dxnqnfyrmbpb,10553,4
112648142,339691,2
226122529,6490,1
226122529,17921,3
226122529,106382,1
226122529,114656,2
226122529,1040,1
226122529,17703,5
226122529,95360,1
226122529,19724,1
226122529,455,1
226122529,17112,1
20330511,189,2
20330511,43599,3
20330511,1475,1
20330511,1470102,1
20330511,21750,2
20330511,17703,2
20330511,1737,1
203064992,17703,1
224945247,189,1
224945247,2544,1
224945247,1737,1
224945247,1424812,2
224945247,190,3
224945247,480642,1
dndfrkyspbhc,7848,1
219691064,1064,2
219691064,502772,1
219691064,22467,1
219691064,888662,1
219691064,1097452,1
176600652,1137362,3
176600652,1097452,1
176600652,88327,1
131120972,134115,2
131120972,85,2
131120972,53798,1
131120972,18060,1
131120972,27591,1
131120972,1137362,1
131120972,17703,5
131120972,18296,2
131120972,502772,1
131120972,190,1
131120972,480642,3
131120972,84706,1
221025706,179941,1
221025706,10834,1
221025706,15038,1
221025706,10581,1
148110182,189,1
148110182,17703,4
148110182,15227,1
89173852,10043,1
89173852,189,1
89173852,637872,3
12035133,17703,5
12035133,17936,1
222822606,17703,2
222822606,1097452,1
222822606,939612,4
222822606,1486092,2
11205007,126219,1
11205007,22791,1
11205007,17703,2
11205007,1470102,1
46431442,17703,1
46431442,71289,2
219643851,10043,5
224469541,71289,1
dmrxpkysqbvb,1040,2
dmrxpkysqbvb,1097452,1
nqhvpyphbvb,17703,1
nqhvpyphbvb,77842,5
46431702,17703,1
81694052,1162662,2
81694052,85,3
81694052,480642,2
81694052,17703,1
105006532,7029,1
105006532,10043,1
105006532,1097452,1
105006532,17703,4
105006532,10581,2
105006532,455,11
195957842,6490,1
195957842,10575,4
195957842,23680,1
195957842,10834,1
195957842,56729,6
195957842,16,1
195957842,17703,1
195957842,10579,1
195957842,1954,3
195957842,480642,1
224097451,85,1
224097451,6490,1
224097451,10579,1
189309462,480642,1
189309462,10834,1
189309462,17703,1
189309462,80749,1
226392298,124314,1
226392298,7029,1
226392298,1097452,1
226392298,22791,2
226392298,17703,1
226392298,502772,1
226392298,29661,1
mrmpdlyvlbpb,39012,1
226255258,16390,1
226255258,16,1
30554021,1512,4
30554021,17703,1
30554021,81917,4
30554021,22601,1
221231761,480642,1
221231761,189,3
221231761,17703,1
221231761,1097452,1
11801621,18718,3
11801621,7029,1
11801621,835,1
11801621,53518,1
11801621,189,6
11801621,480642,1
135484122,112355,3
226207671,189,2
226207671,58162,1
226207671,160268,1
226207671,106382,1
226207671,87614,1
226207671,53518,1
226207671,19724,1
226207671,1040,1
226207671,1973,1
202859402,17703,2
221675673,17703,3
221675673,919492,5
221675673,78565,1
5272749,17703,1
121036102,20126,7
121036102,21520,9
140012632,480642,1
140012632,53518,1
140012632,26906,1
140012632,1973,1
tmtcglytmbkc,6490,1
tmtcglytmbkc,139517,1
227112259,10579,1
227112259,71289,1
mrmpdlyvmbdc,39012,1
225405775,17703,1
225405775,57424,1
225405775,18718,2
64780522,17703,1
64780522,480642,5
64780522,1097452,1
64780522,81917,1
xqmpqyqpbcb,455,9
xqmpqyqpbcb,17703,4
219960289,89062,1
219960289,53518,3
219960289,17703,2
219960289,1973,3
219960289,19373,1
dxnqnfyrjbhb,17703,1
dxnqnfyrjbhb,1097452,1
dxnqnfyrjbhb,10553,4
brcpjlytmbmb,17703,3
brcpjlytmbmb,188,3
10564526,189,2
10564526,71289,2
10564526,85,1
10564526,1097452,2
10564526,15227,1
10564526,17703,1
10564526,190,3
10564526,10579,1
10078823,21750,1
10078823,21520,7
10078823,18296,1
43433452,126219,1
43433452,637872,4
221123220,85,1
221123220,480642,1
221123220,10575,1
206136272,71289,1
206136272,480642,1
206136272,1505112,6
206136272,140943,25
206136272,56729,6
206136272,87614,1
206136272,89062,1
206136272,57424,1
206136272,17703,3
206136272,1737,1
206136272,2544,1
206136272,10579,3
206136272,21591,1
4876932,17703,1
4876932,15227,1
wbdfdlythbcc,53798,1
wbdfdlythbcc,114656,1
119670952,87614,3
72898802,17703,1
dnkmgfyrdbrb,17703,1
dnkmgfyrdbrb,1097452,1
dnkmgfyrdbrb,10553,4
218737076,20126,2
218737076,189,9
218737076,121802,4
218737076,19373,1
218737076,15227,1
218737076,53518,1
218737076,17703,1
218737076,78565,1
218737076,939612,2
223809539,6490,1
223809539,17703,2
223809539,1500742,2
223809539,188,1
221284594,637872,1
221284594,17703,1
221284594,56729,1
221284594,93380,1
45019062,827,1
183880232,57424,1
183880232,6490,1
183880232,114656,1
183880232,87614,1
183880232,15166,1
qcdzpcyqkbpb,121802,2
qcdzpcyqkbpb,17703,2
220526915,15580,1
221993774,179941,2
221993774,10834,1
221993774,17703,2
221993774,1097452,1
223809759,1162662,2
223809759,58162,1
223809759,33167,1
223243439,10579,1
223243439,17703,1
223243439,835,2
58409072,19724,2
58409072,10575,1
196126992,637872,1
196126992,21717,1
224514964,17703,3
224514964,88327,1
224514964,18296,4
224514964,1470102,4
54478312,637872,2
xqmpqypgbkb,455,6
xqmpqypgbkb,17703,3
dcsdmlyvgbjb,17703,3
dcsdmlyvgbjb,188,3
mrmpdlytqbgc,39012,1
mrmpdlytnblb,39012,1
qkdbhlyvnbhc,1475,1
222797509,17703,2
222797509,39012,1
dtbmqdyrgbgb,58162,1
dtbmqdyrgbgb,121802,4
dtbmqdyrgbgb,10043,1
dtbmqdyrgbgb,637872,1
dtbmqdyrgbgb,126219,1
dtbmqdyrgbgb,17703,6
dtbmqdyrgbgb,455,7
mrmpdlytlbjb,39012,1
164215712,6490,1
164215712,10579,1
16131690,189,1
16131690,17936,1
16131690,1064,1
16131690,827,1
16131690,16136,1
16131690,53518,2
16131690,455,1
16131690,1040,1
16131690,1973,2
50558912,1097452,1
50558912,56729,1
50558912,21750,1
50558912,2544,1
50558912,480642,1
50558912,77842,6
223828887,939612,2
221268994,502772,4
125046502,17936,15
tlkgnyngbbc,189,1
tlkgnyngbbc,17703,4
tlkgnyngbbc,15227,5
95884982,6490,1
95884982,10579,1
95884982,25551,1
95884982,18060,1
95884982,17703,2
95884982,1238,1
95884982,480642,6
95884982,21591,1
44537082,17703,1
44537082,189,1
227013761,1470102,1
227013761,17703,1
227013761,18296,2
227013761,190,1
227013761,360491,1
227013761,480642,1
185392402,190,5
185392402,1475,1
205911882,10358,6
205911882,1475,1
66941642,1737,1
47787882,17703,1
47787882,18296,1
115156452,1505112,1
115156452,17703,1
99620082,17703,1
99620082,10553,1
101753212,126219,2
22159361,43599,1
22159361,17703,2
118158292,15038,1
118158292,6490,2
118158292,480642,4
118158292,833952,2
118158292,56729,1
223676847,6490,1
16855989,121802,3
11439650,21750,1
11439650,189,3
204115592,17703,3
62110182,480642,1
62110182,77842,1
62110182,17703,1
62110182,56729,1
62110182,121802,1
224564058,1238,1
224564058,15121,1
224564058,16,1
224564058,10575,1
224564058,1954,2
226659724,17703,1
226659724,480642,1
226659724,89062,2
dqnltcyqkbxb,17703,1
84697002,17703,2
84697002,15038,3
84697002,1097452,1
84697002,18296,1
52161752,10358,1
4826924,455,6
4826924,17703,3
226038332,17703,2
222478525,85,1
222478525,10579,1
222478525,18296,1
222478525,190,1
222478525,360491,1
222478525,480642,4
218927741,17703,1
154722102,10579,1
154722102,17703,1
154722102,89062,1
187291242,160268,1
187291242,7029,1
187291242,106382,2
187291242,21750,1
187291242,17703,3
187291242,188,1
187291242,19724,2
187291242,10579,1
86176692,1475,1
86176692,17703,2
126246392,189,1
126246392,17703,4
126246392,15227,1
120635192,1505112,1
222644584,189,2
222644584,114656,7
222644584,827,1
222644584,106382,2
222644584,1097452,1
222644584,1137362,4
222644584,19724,2
222644584,88327,3
226026356,1040,1
mrmpdlyvnbkc,39012,1
13577280,88950,5
13577280,19724,1
13577280,7029,1
13577280,17703,1
13577280,1973,1
qkdbhlyvdbfc,1475,1
cdldnynkbkc,17703,1
146118522,189,1
146118522,85,4
146118522,18060,1
146118522,15227,2
146118522,1470102,1
146118522,89062,1
146118522,17703,1
146118522,480642,4
161575692,85,2
161575692,10579,1
161575692,480642,11
161575692,833952,1
161575692,700652,2
134754012,15038,1
134754012,1475,1
134754012,17703,3
134754012,1097452,1
134754012,10834,1
rqjsdlytgbgb,6490,1
rqjsdlytgbgb,139517,1
222684869,89062,1
222684869,1505112,2
222684869,480642,2
jpzhjlytpbgc,1505112,1
jpzhjlytpbgc,18296,1
jpzhjlytpbgc,16739,3
139670612,17703,1
139670612,81917,3
fdznqysfbwb,20126,1
fdznqysfbwb,21520,1
fdznqysfbwb,17703,1
224736510,160268,2
224736510,87614,3
224717969,15992,2
224717969,17703,3
224717969,1486432,2
115034692,10358,11
115034692,1475,1
115034692,17703,3
115034692,18296,1
33191222,189,3
33191222,15227,3
qckjxkysnbhc,139517,2
226160590,188,4
223574059,6490,1
223574059,1486432,5
223574059,1500742,1
224521734,6490,2
224521734,10575,1
224521734,1238,3
224521734,93380,1
224521734,57424,9
224521734,17703,1
224521734,360491,1
207330512,1238,3
207330512,10834,4
207330512,15038,4
207330512,17703,3
145842902,1505112,1
222392258,17703,3
8315560,17703,1
224585853,315331,1
224585853,480642,1
224585853,17703,3
224585853,82132,2
43470052,2544,2
43470052,17703,1
43470052,1475,1
43470052,480642,4
43470052,18060,1
4965506,17703,1
4965506,10581,1
11316324,188,1
11316324,10043,1
11316324,37339,1
11316324,56729,1
11316320,189,9
11316320,21520,1
11316320,18060,1
11316320,82132,1
11316320,1737,1
11316320,190,1
11316320,15227,1
220407056,480642,6
220407056,18296,2
220407056,82132,4
223622825,160268,1
223622825,17703,1
204745612,1504699,1
204745612,6490,1
204745612,58162,1
204745612,77379,1
204745612,89062,2
204745612,190,2
204745612,360491,2
204745612,1137362,1
204745612,88327,1
32756902,179941,4
32756902,189,1
32756902,480642,1
222318446,23718,1
222318446,455,8
222318446,17703,6
211938052,17703,1
211938052,57424,1
211938052,22791,1
211938052,480642,2
211938052,77842,5
mrmpdlyvnbrb,39012,1
223147268,1137362,5
223147268,21750,1
223147268,24120,1
223147268,88327,2
223147268,1737,1
227085498,10579,1
227085498,480642,1
227085498,522,1
227085498,10575,1
227085498,89062,1
dtbmqdyscbdb,15038,1
dtbmqdyscbdb,455,8
dtbmqdyscbdb,17703,3
dtbmqdyscbdb,789,1
109571332,85,2
109571332,480642,3
109571332,17703,1
165938952,21123,3
165938952,17703,1
165938952,502772,3
221678424,10834,1
221678424,15038,1
223821096,17703,3
223821096,1097452,1
dqxgdkysnbpb,20126,1
dqxgdkysnbpb,189,2
dqxgdkysnbpb,71289,1
dqxgdkysnbpb,58162,1
dqxgdkysnbpb,17936,1
dqxgdkysnbpb,121802,1
dqxgdkysnbpb,502772,1
dqxgdkysnbpb,179941,1
dqxgdkysnbpb,29661,1
226980358,57424,1
226980358,17703,1
226980358,22467,1
226980358,10575,1
dwjshcyqfbbc,189,1
dwjshcyqfbbc,17703,3
dwjshcyqfbbc,15227,1
52646722,1512,2
52646722,189,3
52646722,56729,1
52646722,99912,5
52646722,17703,3
52646722,81917,3
52646722,1237512,1
184531182,827,1
226859450,60209,1
226859450,10834,1
226859450,89062,1
226859450,1475,1
226859450,17703,3
226859450,190,1
226859450,360491,3
226859450,480642,5
226859450,1454542,2
226859450,77842,3
202307612,56729,3
202307612,10575,2
202307612,21591,1
flpkglytlbzb,6490,3
flpkglytlbzb,502772,2
110142862,148578,1
110142862,17703,1
110142862,71497,1
195467042,10575,1
78531572,17703,2
78531572,939612,4
dfsnlhyskbnc,17703,1
dfsnlhyskbnc,1097452,1
dfsnlhyskbnc,10553,4
219878996,89062,3
100830632,17703,2
11959039,189,1
11959039,17703,3
11959039,15227,3
89312182,17703,1
193864052,1064,3
193864052,17703,1
193864052,22467,3
193864052,888662,1
226812527,21123,1
226812527,10579,1
226812527,56729,3
13957987,106382,2
227012312,10358,4
222811718,124314,1
222811718,21750,1
222811718,10834,1
221724941,480642,1
221724941,10834,1
221724941,17703,1
221724941,208041,1
93003062,17703,3
42893542,121802,11
42893542,21123,1
42893542,455,3
42893542,17703,4
42893542,16739,1
211925242,480642,3
211925242,1954,2
186860142,1064,1
186860142,112355,8
186860142,189,2
186860142,58162,2
wbdfdlytjbxb,17703,1
153596482,179941,2
11256642,27921,1
207771562,85,1
207771562,10581,1
207771562,480642,4
207771562,10579,2
207771562,89062,1
118566382,17703,1
118566382,921432,4
74825192,17703,1
74825192,10834,1
74825192,22791,6
74825192,15038,1
74825192,6490,1
173050812,56729,1
219643875,10043,5
226147699,6490,1
13070073,827,1
13070073,189,1
13070073,1737,3
dqxgdkyspblb,20126,1
dqxgdkyspblb,189,2
dqxgdkyspblb,71289,1
dqxgdkyspblb,58162,1
dqxgdkyspblb,17936,1
dqxgdkyspblb,121802,1
dqxgdkyspblb,502772,1
dqxgdkyspblb,179941,1
dqxgdkyspblb,29661,1
224395730,1454542,1
224395730,1500742,1
214740622,121802,13
214740622,17703,7
214740622,10575,1
15244879,140943,6
15244879,57424,6
15244879,24120,1
15244879,15166,2
91338072,1292142,1
91338072,58162,9
91338072,121802,1
91338072,56729,2
91338072,18060,1
91338072,17703,6
91338072,179941,1
91338072,112355,1
91338072,480642,1
91338072,77842,1
219645122,10043,5
183002972,17936,8
167071102,57424,1
167071102,6490,1
167071102,1097452,1
167071102,18296,1
167071102,1954,2
225375009,85,3
225375009,480642,5
225375009,22467,4
83841422,20126,2
83841422,21520,1
195647142,6490,1
195647142,480642,2
105846282,10358,3
73695102,17703,2
73695102,53798,1
73695102,480642,4
95207252,89062,1
tmtcglyvdbcc,6490,1
tmtcglyvdbcc,139517,1
15137358,17703,1
15137358,637872,1
9478863,455,6
9478863,17703,3
218679344,1434182,4
221717142,955932,1
221717142,1481632,2
221717142,71289,2
40943382,17703,1
40943382,18368,2
40943382,189,6
195016072,1064,1
195016072,190,1
195016072,360491,1
qvffxkysqblb,85,1
qvffxkysqblb,480642,2
tskbflyvlbfb,187,1
tmtcglytjbsb,6490,1
tmtcglytjbsb,139517,1
227112505,15038,1
227112505,17703,1
227112505,1097452,1
187693712,1470102,1
130013342,85,2
130013342,10834,1
130013342,1097452,1
130013342,17703,1
130013342,190,4
130013342,522,1
115538662,17703,2
115538662,939612,3
dwjshcyqmbxb,189,1
dwjshcyqmbxb,17703,3
dwjshcyqmbxb,15227,1
100991642,121802,8
100991642,189,6
100991642,17703,6
qqdjthytpbnc,1475,1
8646860,189,3
80841522,17703,4
80841522,10581,1
174658302,17703,2
174658302,18424,1
174658302,480642,1
174658302,56729,2
174658302,1470102,1
143701612,61682,1
143701612,10575,1
143701612,160268,1
143701612,27591,1
143701612,490192,1
143701612,18060,9
143701612,1737,1
143701612,480642,2
143701612,126345,9
dkrqlkysmbvb,1040,1
dkrqlkysmbvb,1097452,1
212170582,189,2
212170582,17703,3
212170582,15227,3
212170582,480642,1
142338652,94589,1
142338652,10834,1
142338652,53798,1
142338652,89062,1
142338652,27142,1
142338652,17703,1
226158090,637872,1
226158090,17703,1
